OFFICE,STATE,OH,NAME,PARTY,ELECYR,ELECTP,QUESTION,POSPCT,NEGPCT,RATINGSC,POLLSTER,DAYIN,MONTHIN,YEARIN,DATEIN,DAYOUT,MONTHOUT,YEAROUT,DATEOUT,SAMPLE,TYPE,SOURCE,SOURCED,,,,,,
2,45,14,Douglas,2,2002,1,1,65,26,3,9023,9,12,2005,12/9/2005,11,12,2005,12/11/2005,600,3,32,,,,,,,
2,45,14,Douglas,2,2002,1,1,69,25,3,9023,13,1,2006,1/13/2006,15,1,2006,1/15/2006,600,3,32,,,,,,,
2,45,14,Douglas,2,2002,1,1,61,30,3,9023,10,2,2006,2/10/2006,12,2,2006,2/12/2006,600,3,32,,,,,,,
2,45,14,Douglas,2,2002,1,1,60,33,3,9023,10,3,2006,3/10/2006,12,3,2006,3/12/2006,600,3,32,,,,,,,
2,45,14,Douglas,2,2002,1,1,62,31,3,9023,7,4,2006,4/7/2006,9,4,2006,4/9/2006,600,3,32,,,,,,,
2,45,14,Douglas,2,2002,1,1,61,31,3,9023,12,5,2006,5/12/2006,14,5,2006,5/14/2006,600,3,32,,,,,,,
2,45,14,Douglas,2,2002,1,1,59,37,3,9023,9,6,2006,6/9/2006,11,6,2006,6/11/2006,600,3,32,,,,,,,
2,45,14,Douglas,2,2002,1,1,60,32,3,9023,14,7,2006,7/14/2006,16,7,2006,7/16/2006,600,3,32,,,,,,,
2,45,14,Douglas,2,2002,1,1,60,34,3,9023,11,8,2006,8/11/2006,13,8,2006,8/13/2006,600,3,32,,,,,,,
2,45,14,Douglas,2,2002,1,1,61,33,3,9023,14,9,2006,9/14/2006,17,9,2006,9/17/2006,600,3,32,,,,,,,
2,45,14,Douglas,2,2002,1,1,57,36,3,9023,12,10,2006,10/12/2006,15,10,2006,10/15/2006,600,3,32,,,,,,,
2,45,14,Douglas,2,2002,1,1,63,33,3,9023,8,11,2006,11/8/2006,11,11,2006,11/11/2006,600,3,32,,,,,,,
2,46,6,Harrison,1,,,1,65,27,10,9007,1,9,1964,9/1/1964,1,9,1964,9/1/1964,392,2,,,,,,,,
2,46,9,Dalton,2,1977,1,1,55,,,,,,,//,,,,//,,,,,,,,,,
2,46,9,Dalton,2,1977,1,1,55,,,9007,,,,//,,,,//,,,,,,,,,,
2,46,10,Robb,1,1981,1,1,73,20,1,4601,,11,1985,11//1985,,11,1985,11//1985,633,3,,,,,,,,
2,46,11,Baliles,1,1985,1,1,50,21,1,4601,,11,1986,11//1986,,11,1986,11//1986,820,3,,,,,,,,
2,46,11,Baliles,1,1985,1,1,70,31,1,4601,11,11,1986,11/11/1986,16,12,1986,12/16/1986,827,3,,,,,,,,
2,46,11,Baliles,1,1985,1,1,70,11,3,4602,9,9,1987,9/9/1987,17,9,1987,9/17/1987,678,2,,,,,,,,
2,46,11,Baliles,1,1985,1,1,65,34,1,4601,,11,1987,11//1987,,11,1987,11//1987,591,3,,,,,,,,
2,46,11,Baliles,1,1985,1,1,66,34,1,4601,10,11,1987,11/10/1987,10,12,1987,12/10/1987,804,3,,,,,,,,
2,46,11,Baliles,1,1985,1,1,50,22,1,4601,,7,1988,7//1988,,7,1988,7//1988,720,3,,,,,,,,
2,46,11,Baliles,1,1985,1,1,70,30,1,4601,11,7,1988,7/11/1988,4,8,1988,8/4/1988,804,3,,,,,,,,
2,46,11,Baliles,1,1985,1,1,60,25,1,4601,,1,1989,1//1989,,1,1989,1//1989,830,3,,,,,,,,
2,46,11,Baliles,1,1985,1,1,71,30,1,4601,18,1,1989,1/18/1989,6,2,1989,2/6/1989,813,3,,,,,,,,
2,46,11,Baliles,1,1985,1,1,48,26,1,4601,,5,1989,5//1989,,5,1989,5//1989,850,3,,,,,,,,
2,46,11,Baliles,1,1985,1,1,65,35,1,4601,23,5,1989,5/23/1989,21,6,1989,6/21/1989,822,3,,,,,,,,
2,46,11,Baliles,1,1985,1,1,50,38,1,4601,,1,1990,1//1990,,1,1990,1//1990,805,3,,,,,,,,
2,46,12,Wilder,1,1989,1,1,48,36,1,9001,27,7,1990,7/27/1990,30,7,1990,7/30/1990,818,2,,,,,,,,
2,46,12,Wilder,1,1989,1,1,54,35,1,4601,5,9,1990,9/5/1990,16,9,1990,9/16/1990,891,3,,,,,,,,
2,46,12,Wilder,1,1989,1,1,46,49,1,9001,14,12,1990,12/14/1990,16,12,1990,12/16/1990,825,2,8,,,,,,,
2,46,12,Wilder,1,1989,1,1,44,48,1,9001,,1,1991,1//1991,,1,1991,1//1991,800,,,,,,,,,
2,46,12,Wilder,1,1989,1,1,34,61,1,9001,,5,1991,5//1991,,5,1991,5//1991,811,2,,,,,,,,
2,46,12,Wilder,1,1989,1,1,32,67,1,9001,14,6,1991,6/14/1991,16,6,1991,6/16/1991,796,2,,,,,,,,
2,46,12,Wilder,1,1989,1,1,41,59,1,4601,16,7,1991,7/16/1991,,8,1991,8//1991,807,3,,,,,,,,
2,46,12,Wilder,1,1989,1,1,44,49,3,7010,24,8,1991,8/24/1991,26,8,1991,8/26/1991,800,2,,,,,,,,
2,46,12,Wilder,1,1989,1,1,30,68,1,9001,13,9,1991,9/13/1991,15,9,1991,9/15/1991,803,2,,,,,,,,
2,46,12,Wilder,1,1989,1,1,23,77,1,4601,14,11,1991,11/14/1991,9,12,1991,12/9/1991,800,3,,,,,,,,
2,46,12,Wilder,1,1989,1,1,18,62,1,4601,,12,1991,12//1991,,12,1991,12//1991,803,,,,,,,,,
2,46,12,Wilder,1,1989,1,1,22,55,3,4601,,12,1991,12//1991,,12,1991,12//1991,803,,,,,,,,,
2,46,12,Wilder,1,1989,1,1,22,78,1,9001,6,1,1992,1/6/1992,8,1,1992,1/8/1992,821,1,,,,,,,,
2,46,12,Wilder,1,1989,1,1,22,78,10,9001,6,1,1992,1/6/1992,8,1,1992,1/8/1992,821,1,,,,,,,,
2,46,12,Wilder,1,1989,1,1,26,52,1,4601,1,4,1992,4/1/1992,1,4,1992,4/1/1992,804,3,,,,,,,,
2,46,12,Wilder,1,1989,1,1,26,62,1,4601,11,4,1992,4/11/1992,26,4,1992,4/26/1992,804,3,,,,,,,,
2,46,12,Wilder,1,1989,1,1,25,73,6,9001,,9,1992,9//1992,,9,1992,9//1992,800,1,,,,,,,,
2,46,12,Wilder,1,1989,1,1,25,75,6,9001,15,1,1993,1/15/1993,17,1,1993,1/17/1993,819,1,,,,,,,,
2,46,12,Wilder,1,1989,1,1,39,60,1,4601,7,4,1993,4/7/1993,28,4,1993,4/28/1993,803,3,,,,,,,,
2,46,12,Wilder,1,1989,1,1,37,62,1,9001,26,8,1993,8/26/1993,28,8,1993,8/28/1993,809,2,,,,,,,,
2,46,12,Wilder,1,1989,1,1,40,54,3,4603,3,9,1993,9/3/1993,8,9,1993,9/8/1993,726,2,,,,,,,,
2,46,12,Wilder,1,1989,1,1,41,52,3,4603,11,12,1993,12/11/1993,16,12,1993,12/16/1993,707,2,,,,,,,,
2,46,13,Allen,2,1993,1,1,68,31,1,4601,8,4,1994,4/8/1994,27,4,1994,4/27/1994,657,2,,,,,,,,
2,46,13,Allen,2,1993,1,1,59,27,22,8013,15,4,1994,4/15/1994,17,4,1994,4/17/1994,610,1,,,,,,,,
2,46,13,Allen,2,1993,1,1,64,35,1,4601,7,7,1994,7/7/1994,15,7,1994,7/15/1994,808,3,,,,,,,,
2,46,13,Allen,2,1993,1,1,56,31,1,9001,8,7,1994,7/8/1994,11,7,1994,7/11/1994,836,1,,,,,,,,
2,46,13,Allen,2,1993,1,1,53,40,1,9001,8,9,1994,9/8/1994,11,9,1994,9/11/1994,843,1,,,,,,,,
2,46,13,Allen,2,1993,1,1,48,46,1,9001,16,1,1995,1/16/1995,18,1,1995,1/18/1995,809,1,,,,,,,,
2,46,13,Allen,2,1993,1,1,53,47,1,4601,10,4,1995,4/10/1995,29,4,1995,4/29/1995,814,3,,,,,,,,
2,46,13,Allen,2,1993,1,1,57,43,1,4601,11,7,1995,7/11/1995,30,7,1995,7/30/1995,1000,3,1,05/06/97,,,,,,
2,46,13,Allen,2,1993,1,1,53,44,1,9001,25,7,1995,7/25/1995,27,7,1995,7/27/1995,826,1,,,,,,,,
2,46,13,Allen,2,1993,1,1,49,35,1,4601,17,10,1995,10/17/1995,29,10,1995,10/29/1995,800,3,,,,,,,,
2,46,13,Allen,2,1993,1,1,45,44,1,9001,26,10,1995,10/26/1995,28,10,1995,10/28/1995,813,2,,,,,,,,
2,46,13,Allen,2,1993,1,1,58,41,1,9001,11,4,1996,4/11/1996,13,4,1996,4/13/1996,831,1,,,,,,,,
2,46,13,Allen,2,1993,1,1,70,,3,4605,21,4,1996,4/21/1996,22,5,1996,5/22/1996,1168,3,11,01/26/00,,,,,,
2,46,13,Allen,2,1993,1,1,58,40,1,9001,14,9,1996,9/14/1996,16,9,1996,9/16/1996,809,1,,,,,,,,
2,46,13,Allen,2,1993,1,1,64,36,1,4601,14,11,1996,11/14/1996,27,11,1996,11/27/1996,800,3,,,,,,,,
2,46,13,Allen,2,1993,1,1,65,,6,9001,14,1,1997,1/14/1997,16,1,1997,1/16/1997,816,1,,,,,,,,
2,46,13,Allen,2,1993,1,1,79,,3,4605,17,2,1997,2/17/1997,17,3,1997,3/17/1997,844,3,11,01/29/00,,,,,,
2,46,13,Allen,2,1993,1,1,61,39,1,4601,16,4,1997,4/16/1997,4,5,1997,5/4/1997,803,3,1,05/19/98,,,,,,
2,46,13,Allen,2,1993,1,1,69,31,6,9001,1,5,1997,5/1/1997,3,5,1997,5/3/1997,812,2,,,,,,,,
2,46,13,Allen,2,1993,1,1,67,26,3,4604,12,9,1997,9/12/1997,16,9,1997,9/16/1997,808,2,1,09/21/97,,,,,,
2,46,13,Allen,2,1993,1,1,66,27,3,4604,19,10,1997,10/19/1997,21,10,1997,10/21/1997,1005,1,1,10/23/97,,,,,,
2,46,14,Gilmore,2,1997,1,1,32,26,1,9001,16,2,1998,2/16/1998,17,2,1998,2/17/1998,813,1,,,,,,,,
2,46,14,Gilmore,2,1997,1,1,35,26,1,9001,16,2,1998,2/16/1998,17,2,1998,2/17/1998,813,1,,,,,,,,
2,46,14,Gilmore,2,1997,1,1,64,37,1,4601,6,5,1998,5/6/1998,14,5,1998,5/14/1998,800,3,,,,,,,,
2,46,14,Gilmore,2,1997,1,1,62,,,4603,21,12,1998,12/21/1998,6,1,1999,1/6/1999,575,2,bulletin,01/11/99,,,,,,
2,46,14,Gilmore,2,1997,1,1,76,16,44,4605,30,4,1999,4/30/1999,15,6,1999,6/15/1999,514,3,1,,,,,,,
2,46,14,Gilmore,2,1997,1,1,54,41,1,9001,3,6,1999,6/3/1999,5,6,1999,6/5/1999,628,1,1,,,,,,,
2,46,14,Gilmore,2,1997,1,1,59,38,6,9001,7,9,1999,9/7/1999,8,9,1999,9/8/1999,633,2,1,,,,,,,
2,46,14,Gilmore,2,1997,1,1,60,40,1,4603,11,12,1999,12/11/1999,19,12,1999,12/19/1999,541,3,1,,,,,,,
2,46,14,Gilmore,2,1997,1,1,52,47,1,9001,26,3,2001,3/26/2001,27,3,2001,3/27/2001,625,2,,,,,,,,
2,46,14,Gilmore,2,1997,1,1,54,41,1,9001,,7,1999,7//1999,,7,1999,7//1999,,,,,,,,,,
2,46,15,Warner,1,2001,1,1,60,40,1,4601,8,7,2002,7/8/2002,16,8,2002,8/16/2002,800,3,22,,,,,,,
2,46,15,Warner,1,2001,1,1,56,44,1,4602,8,20,2002,20/8/2002,24,8,2002,8/24/2002,601,2,19,,,,,,,
2,46,15,Warner,1,2001,1,1,74,24,6,9011,19,7,2005,7/19/2005,21,7,2005,7/21/2005,625,1,16,,,,,,,
2,46,15,Warner,1,2001,1,1,55,31,3,9023,6,5,2005,5/6/2005,8,5,2005,5/8/2005,600,3,32,,,,,,,
2,46,15,Warner,1,2001,1,1,58,32,3,9023,10,6,2005,6/10/2005,12,6,2005,6/12/2005,600,3,32,,,,,,,
2,46,15,Warner,1,2001,1,1,63,25,3,9023,8,7,2005,7/8/2005,9,7,2005,7/9/2005,600,3,32,,,,,,,
2,46,15,Warner,1,2001,1,1,63,28,3,9023,12,8,2005,8/12/2005,14,8,2005,8/14/2005,600,3,32,,,,,,,
2,46,15,Warner,1,2001,1,1,76,22,3,4604,6,9,2005,9/6/2005,9,9,2005,9/9/2005,1036,2,16,,,,,,,
2,46,15,Warner,1,2001,1,1,66,26,3,9023,16,9,2005,9/16/2005,18,9,2005,9/18/2005,600,3,32,,,,,,,
2,46,15,Warner,1,2001,1,1,64,29,3,9023,14,10,2005,10/14/2005,16,10,2005,10/16/2005,600,3,32,,,,,,,
2,46,15,Warner,1,2001,1,1,67,27,3,9023,11,11,2005,11/11/2005,13,11,2005,11/13/2005,600,3,32,,,,,,,
2,46,15,Warner,1,2001,1,1,66,26,3,9023,9,12,2005,12/9/2005,11,12,2005,12/11/2005,600,3,32,,,,,,,
2,46,15,Warner,1,2001,1,1,72,22,3,9023,13,1,2006,1/13/2006,15,1,2006,1/15/2006,600,3,32,,,,,,,
2,46,16,Kaine,1,2005,1,1,56,30,3,9023,10,2,2006,2/10/2006,12,2,2006,2/12/2006,600,3,32,,,,,,,
2,46,16,Kaine,1,2005,1,1,53,33,3,9023,10,3,2006,3/10/2006,12,3,2006,3/12/2006,600,3,32,,,,,,,
2,46,16,Kaine,1,2005,1,1,53,33,3,9023,7,4,2006,4/7/2006,9,4,2006,4/9/2006,600,3,32,,,,,,,
2,46,16,Kaine,1,2005,1,1,53,37,3,9023,12,5,2006,5/12/2006,14,5,2006,5/14/2006,600,3,32,,,,,,,
2,46,16,Kaine,1,2005,1,1,55,34,3,9023,9,6,2006,6/9/2006,11,6,2006,6/11/2006,600,3,32,,,,,,,
2,46,16,Kaine,1,2005,1,1,52,38,3,9023,14,7,2006,7/14/2006,16,7,2006,7/16/2006,600,3,32,,,,,,,
2,46,16,Kaine,1,2005,1,1,59,33,3,9023,11,8,2006,8/11/2006,13,8,2006,8/13/2006,600,3,32,,,,,,,
2,46,16,Kaine,1,2005,1,1,54,34,3,9023,14,9,2006,9/14/2006,17,9,2006,9/17/2006,600,3,32,,,,,,,
2,46,16,Kaine,1,2005,1,1,77,19,3,9020,10,10,2006,10/10/2006,12,10,2006,10/12/2006,1004,1,16,,,,,,,
2,46,16,Kaine,1,2005,1,1,57,33,3,9023,12,10,2006,10/12/2006,15,10,2006,10/15/2006,600,3,32,,,,,,,
2,46,16,Kaine,1,2005,1,1,52,37,3,9023,8,11,2006,11/8/2006,11,11,2006,11/11/2006,600,3,32,,,,,,,
2,46,16,Kaine,1,2005,1,1,54,36,3,9023,8,12,2006,12/8/2006,10,12,2006,12/10/2006,600,3,32,,,,,,,
2,46,16,Kaine,1,2005,1,1,56,35,3,9023,12,1,2007,1/12/2007,14,1,2007,1/14/2007,600,3,32,,,,,,,
2,46,16,Kaine,1,2005,1,1,53,38,3,9023,9,2,2007,2/9/2007,11,2,2007,2/11/2007,600,3,32,,,,,,,
2,46,16,Kaine,1,2005,1,1,55,34,3,9023,9,3,2007,3/9/2007,11,3,2007,3/11/2007,600,3,32,,,,,,,
2,46,16,Kaine,1,2005,1,1,51,36,3,9023,13,4,2007,4/13/2007,15,4,2007,4/15/2007,600,3,32,,,,,,,
2,46,16,Kaine,1,2005,1,1,67,26,3,9023,11,5,2007,5/11/2007,13,5,2007,5/13/2007,600,3,32,,,,,,,
2,46,16,Kaine,1,2005,1,1,58,32,3,9023,8,6,2007,6/8/2007,10,6,2007,6/10/2007,600,3,32,,,,,,,
2,46,16,Kaine,1,2005,1,1,60,34,3,9023,13,7,2007,7/13/2007,15,7,2007,7/15/2007,600,3,32,,,,,,,
2,46,16,Kaine,1,2005,1,1,54,38,3,9023,10,8,2007,8/10/2007,14,8,2007,8/14/2007,600,3,32,,,,,,,
2,46,16,Kaine,1,2005,1,1,56,36,3,9023,14,9,2007,9/14/2007,16,9,2007,9/16/2007,600,3,32,,,,,,,
2,46,16,Kaine,1,2005,1,1,63,25,3,9020,4,10,2007,10/4/2007,8,10,2007,10/8/2007,1144,3,16,,,,,,,
2,46,16,Kaine,1,2005,1,1,55,37,3,9023,12,10,2007,10/12/2007,14,10,2007,10/14/2007,600,3,32,,,,,,,
2,46,16,Kaine,1,2005,1,1,55,37,3,9023,9,11,2007,11/9/2007,11,11,2007,11/11/2007,600,3,32,,,,,,,
2,46,16,Kaine,1,2005,1,1,56,34,3,9023,13,12,2007,12/13/2007,15,12,2007,12/15/2007,600,3,32,,,,,,,
2,46,16,Kaine,1,2005,1,1,60,29,22,4608,8,1,2008,1/8/2008,10,1,2008,1/10/2008,700,2,16,,,,,,,
2,46,16,Kaine,1,2005,1,1,51,43,3,9023,16,1,2008,1/16/2008,17,1,2008,1/17/2008,600,3,32,,,,,,,
2,46,16,Kaine,1,2005,1,1,58,35,3,9023,15,2,2008,2/15/2008,17,2,2008,2/17/2008,600,3,32,,,,,,,
2,46,16,Kaine,1,2005,1,1,54,39,3,9023,14,3,2008,3/14/2008,16,3,2008,3/16/2008,600,3,32,,,,,,,
2,46,16,Kaine,1,2005,1,1,57,35,3,9023,11,4,2008,4/11/2008,13,4,2008,4/13/2008,600,3,32,,,,,,,
2,46,16,Kaine,1,2005,1,1,45,39,1,4601,12,5,2008,5/12/2008,18,5,2008,5/18/2008,1003,3,16,,,,,,,
2,46,16,Kaine,1,2005,1,1,56,39,3,9023,16,5,2008,5/16/2008,18,5,2008,5/18/2008,600,3,32,,,,,,,
2,46,16,Kaine,1,2005,1,1,58,31,5,4608,10,9,2008,9/10/2008,14,9,2008,9/14/2008,500,2,16,,,,,,,
2,46,16,Kaine,1,2005,1,1,66,25,3,4609,18,9,2008,9/18/2008,21,9,2008,9/21/2008,857,2,16,,,,,,,
2,46,16,Kaine,1,2005,1,1,48,46,3,9023,15,8,2008,8/15/2008,17,8,2008,8/17/2008,600,3,32,,,,,,,
2,46,16,Kaine,1,2005,1,1,54,37,3,9023,19,9,2008,9/19/2008,21,9,2008,9/21/2008,600,3,32,,,,,,,
2,46,16,Kaine,1,2005,1,1,58,35,3,9023,17,10,2008,10/17/2008,19,10,2008,10/19/2008,600,3,32,,,,,,,
2,46,16,Kaine,1,2005,1,1,54,36,3,9023,21,11,2008,11/21/2008,24,11,2008,11/24/2008,600,3,32,,,,,,,
2,46,16,Kaine,1,2005,1,1,53,37,3,9023,19,12,2008,12/19/2008,21,12,2008,12/21/2008,600,3,32,,,,,,,
2,46,16,Kaine,1,2005,1,1,54,37,3,9023,20,1,2009,1/20/2009,22,1,2009,1/22/2009,600,3,32,,,,,,,
2,46,16,Kaine,1,2005,1,1,57,37,3,9023,20,2,2009,2/20/2009,22,2,2009,2/22/2009,600,3,32,,,,,,,
2,46,16,Kaine,1,2005,1,1,56,37,3,9023,20,3,2009,3/20/2009,22,3,2009,3/22/2009,600,3,32,,,,,,,
2,46,16,Kaine,1,2005,1,1,50,39,3,9023,24,4,2009,4/24/2009,26,4,2009,4/26/2009,600,3,32,,,,,,,
2,46,16,Kaine,1,2005,1,1,50,43,3,9023,28,5,2009,5/28/2009,29,5,2009,5/29/2009,600,3,32,,,,,,,
2,46,16,Kaine,1,2005,1,1,53,40,3,9023,12,6,2009,6/12/2009,14,6,2009,6/14/2009,600,3,32,,,,,,,
2,46,16,Kaine,1,2005,1,1,47,44,3,9023,17,7,2009,7/17/2009,18,7,2009,7/18/2009,600,3,32,,,,,,,
2,46,16,Kaine,1,2005,1,1,55,36,3,9020,11,8,2009,8/11/2009,14,8,2009,8/14/2009,1200,3,16,,,,,,,
2,46,16,Kaine,1,2005,1,1,45,46,3,9023,26,8,2009,8/26/2009,28,8,2009,8/28/2009,600,3,32,,,,,,,
2,46,16,Kaine,1,2005,1,1,44,46,3,9023,27,9,2009,9/27/2009,28,9,2009,9/28/2009,600,3,32,,,,,,,
2,46,16,Kaine,1,2005,1,1,60,37,3,9020,4,10,2009,10/4/2009,7,10,2009,10/7/2009,1001,1,16,,,,,,,
2,46,16,Kaine,1,2005,1,1,48,49,10,9001,6,10,2009,10/6/2009,8,10,2009,10/8/2009,625,1,16,,,,,,,
2,46,16,Kaine,1,2005,1,1,48,36,3,4610,18,10,2009,10/18/2009,19,10,2009,10/19/2009,605,2,16,,,,,,,
2,47,3,Rosellini,1,,,1,35,61,10,9007,1,9,1964,9/1/1964,1,9,1964,9/1/1964,418,2,,,,,,,,
2,47,7,Gardner,1,1988,2,1,44,56,10,9001,21,2,1992,2/21/1992,24,2,1992,2/24/1992,808,1,,,,,,,,
2,47,7,Gardner,1,1982,2,1,51,46,6,4701,13,3,1992,3/13/1992,15,3,1992,3/15/1992,402,2,,,,,,,,
2,47,8,Lowry,1,1992,1,1,31,61,6,4701,18,6,1993,6/18/1993,20,6,1993,6/20/1993,399,2,,,,,,,,
2,47,8,Lowry,1,1992,1,1,28,65,6,4701,27,12,1993,12/27/1993,28,12,1993,12/28/1993,400,2,,,,,,,,
2,47,8,Lowry,1,1992,1,1,36,63,1,9001,19,5,1994,5/19/1994,21,5,1994,5/21/1994,811,1,,,,,,,,
2,47,8,Lowry,1,1992,1,1,37,58,6,4701,28,6,1994,6/28/1994,30,6,1994,6/30/1994,450,2,,,,,,,,
2,47,8,Lowry,1,1992,1,1,36,62,1,9001,10,9,1994,9/10/1994,14,9,1994,9/14/1994,814,1,,,,,,,,
2,47,8,Lowry,1,1992,1,1,30,65,6,4701,,12,1994,12//1994,,12,1994,12//1994,,,,,,,,,,
2,47,8,Lowry,1,1992,1,1,38,,,4702,,6,1995,6//1995,,6,1995,6//1995,,,,,,,,,,
2,47,8,Lowry,1,1992,1,1,21,76,6,4701,21,6,1995,6/21/1995,23,6,1995,6/23/1995,405,2,,,,,,,,
2,47,8,Lowry,1,1992,1,1,32,60,6,4701,18,12,1995,12/18/1995,19,12,1995,12/19/1995,528,2,,,,,,,,
2,47,8,Lowry,1,1992,1,1,27,71,1,9001,3,2,1996,2/3/1996,5,2,1996,2/5/1996,814,1,,,,,,,,
2,47,8,Lowry,1,1992,1,1,32,66,1,9001,5,9,1996,9/5/1996,8,9,1995,9/8/1995,806,1,,,,,,,,
2,47,9,Locke,1,1996,1,1,49,34,1,9001,9,6,1997,6/9/1997,11,6,1997,6/11/1997,826,1,,,,,,,,
2,47,9,Locke,1,1996,1,8,48,39,1,4701,20,6,1997,6/20/1997,21,6,1997,6/21/1997,400,3,,,,,,,,
2,47,9,Locke,1,1996,1,7,50,40,1,4701,20,6,1997,6/20/1997,21,6,1997,6/21/1997,400,3,,,,,,,,
2,47,9,Locke,1,1996,1,6,51,38,1,4701,20,6,1997,6/20/1997,21,6,1997,6/21/1997,400,3,,,,,,,,
2,47,9,Locke,1,1996,1,9,51,38,1,4701,20,6,1997,6/20/1997,21,6,1997,6/21/1997,400,3,,,,,,,,
2,47,9,Locke,1,1996,1,1,52,42,1,4701,20,6,1997,6/20/1997,21,6,1997,6/21/1997,400,3,,,,,,,,
2,47,9,Locke,1,1996,1,1,63,22,1,9001,17,10,1997,10/17/1997,19,10,1997,10/19/1997,805,2,,,,,,,,
2,47,9,Locke,1,1996,1,9,41,41,1,4701,26,12,1997,12/26/1997,28,12,1997,12/28/1997,400,2,,,,,,,,
2,47,9,Locke,1,1996,1,8,43,39,1,4701,26,12,1997,12/26/1997,28,12,1997,12/28/1997,400,2,,,,,,,,
2,47,9,Locke,1,1996,1,7,48,36,1,4701,26,12,1997,12/26/1997,28,12,1997,12/28/1997,400,2,,,,,,,,
2,47,9,Locke,1,1996,1,6,53,33,1,4701,26,12,1997,12/26/1997,28,12,1997,12/28/1997,400,2,,,,,,,,
2,47,9,Locke,1,1996,1,1,54,39,1,4701,26,12,1997,12/26/1997,28,12,1997,12/28/1997,400,2,,,,,,,,
2,47,9,Locke,1,1996,1,6,66,29,1,4701,19,6,1998,6/19/1998,21,6,1998,6/21/1998,400,2,,,,,,,,
2,47,9,Locke,1,1996,1,7,66,31,1,4701,19,6,1998,6/19/1998,21,6,1998,6/21/1998,400,2,,,,,,,,
2,47,9,Locke,1,1996,1,1,67,30,3,4701,19,6,1998,6/19/1998,21,6,1998,6/21/1998,400,2,,,,,,,,
2,47,9,Locke,1,1996,1,8,69,31,1,4701,19,6,1998,6/19/1998,21,6,1998,6/21/1998,400,2,,,,,,,,
2,47,9,Locke,1,1996,1,10,72,22,1,4701,19,6,1998,6/19/1998,21,6,1998,6/21/1998,400,2,,,,,,,,
2,47,9,Locke,1,1996,1,8,57,33,1,4701,26,12,1998,12/26/1998,28,12,1998,12/28/1998,405,2,,,,,,,,
2,47,9,Locke,1,1996,1,7,57,36,1,4701,26,12,1998,12/26/1998,28,12,1998,12/28/1998,405,2,,,,,,,,
2,47,9,Locke,1,1996,1,6,61,32,1,4701,26,12,1998,12/26/1998,28,12,1998,12/28/1998,405,2,,,,,,,,
2,47,9,Locke,1,1996,1,1,62,33,1,4701,26,12,1998,12/26/1998,28,12,1998,12/28/1998,405,2,,,,,,,,
2,47,9,Locke,1,1996,1,10,70,24,1,4701,26,12,1998,12/26/1998,28,12,1998,12/28/1998,405,2,,,,,,,,
2,47,9,Locke,1,1996,1,1,62,33,1,4701,1,1,1999,1/1/1999,1,1,1999,1/1/1999,,,,,,,,,,
2,47,9,Locke,1,1996,1,1,65,32,1,4703,4,3,1999,3/4/1999,9,3,1999,3/9/1999,800,1,bulletin,03/12/99,,,,,,
2,47,9,Locke,1,1996,1,7,54,37,6,4701,25,6,1999,6/25/1999,27,6,1999,6/27/1999,405,2,1,07/01/99,,,,,,
2,47,9,Locke,1,1996,1,6,61,32,6,4701,25,6,1999,6/25/1999,27,6,1999,6/27/1999,405,2,1,07/01/99,,,,,,
2,47,9,Locke,1,1996,1,8,61,32,6,4701,25,6,1999,6/25/1999,27,6,1999,6/27/1999,405,2,1,07/01/99,,,,,,
2,47,9,Locke,1,1996,1,1,63,33,6,4701,25,6,1999,6/25/1999,27,6,1999,6/27/1999,405,2,1,07/01/99,,,,,,
2,47,9,Locke,1,1996,1,10,71,22,6,4701,25,6,1999,6/25/1999,27,6,1999,6/27/1999,405,2,1,07/01/99,,,,,,
2,47,9,Locke,1,1996,1,7,44,46,1,4701,28,12,1999,12/28/1999,30,12,1999,12/30/1999,400,2,1,01/01/00,,,,,,
2,47,9,Locke,1,1996,1,8,44,47,1,4701,28,12,1999,12/28/1999,30,12,1999,12/30/1999,400,2,1,01/01/00,,,,,,
2,47,9,Locke,1,1996,1,6,52,43,1,4701,28,12,1999,12/28/1999,30,12,1999,12/30/1999,400,2,1,01/01/00,,,,,,
2,47,9,Locke,1,1996,1,1,57,40,1,4701,28,12,1999,12/28/1999,30,12,1999,12/30/1999,400,2,2,01/17/00,,,,,,
2,47,9,Locke,1,1996,1,10,62,33,1,4701,28,12,1999,12/28/1999,30,12,1999,12/30/1999,400,2,1,01/01/00,,,,,,
2,47,9,Locke,1,1996,1,1,53,46,1,4701,19,6,2000,6/19/2000,21,6,2000,6/21/2000,400,2,,,,,,,,
2,47,9,Locke,1,2000,2,1,30,66,6,4701,4,1,2003,1/4/2003,6,1,2003,1/6/2003,405,2,16,,,,,,,
2,47,9,Locke,1,2000,2,10,39,,6,4701,4,1,2003,1/4/2003,6,1,2003,1/6/2003,405,2,23,,,,,,,
2,47,9,Locke,1,2000,2,8,30,,6,4701,4,1,2003,1/4/2003,6,1,2003,1/6/2003,405,2,23,,,,,,,
2,47,9,Locke,1,2000,2,6,29,,6,4701,4,1,2003,1/4/2003,6,1,2003,1/6/2003,405,2,23,,,,,,,
2,47,9,Locke,1,2000,2,7,28,,6,4701,4,1,2003,1/4/2003,6,1,2003,1/6/2003,405,2,23,,,,,,,
2,47,9,Locke,1,2000,2,1,43,41,1,4701,23,6,2003,6/23/2003,25,6,2003,6/25/2003,405,2,16,,,,,,,
